Source	Target
DB00631	ENSG00000101868
DB00631	ENSG00000167325
DB06766	ENSG00000196639
DB00937	ENSG00000103546
DB00937	ENSG00000276996
DB00937	ENSG00000142319
DB00017	ENSG00000004948
DB00588	ENSG00000151623
DB00588	ENSG00000116711
DB00588	ENSG00000113580
DB00588	ENSG00000082175
DB08911	ENSG00000126934
DB08911	ENSG00000169032
DB01241	ENSG00000186951
DB01088	ENSG00000113448
DB01088	ENSG00000160951
DB01088	ENSG00000160013
DB01088	ENSG00000065989
DB01088	ENSG00000184588
DB01088	ENSG00000105650
DB01088	ENSG00000104368
DB04899	ENSG00000169418
DB04899	ENSG00000113389
DB04899	ENSG00000159899
DB00062	ENSG00000106927
DB00062	ENSG00000173432
DB00062	ENSG00000130203
DB01306	ENSG00000171105
DB00388	ENSG00000171873
DB00388	ENSG00000120907
DB00388	ENSG00000170214
DB01251	ENSG00000121361
DB01251	ENSG00000006071
DB00208	ENSG00000169313
DB00030	ENSG00000136999
DB00030	ENSG00000109472
DB00030	ENSG00000102362
DB00030	ENSG00000125851
DB00030	ENSG00000175426
DB00030	ENSG00000171105
DB00030	ENSG00000140443
DB00030	ENSG00000119912
DB00030	ENSG00000081479
DB00030	ENSG00000139687
DB00030	ENSG00000117984
DB00030	ENSG00000163453
DB01005	ENSG00000167325
DB06698	ENSG00000196639
DB06698	ENSG00000101180
DB01355	ENSG00000145863
DB01355	ENSG00000120251
DB01355	ENSG00000022355
DB01355	ENSG00000151834
DB01355	ENSG00000186297
DB01355	ENSG00000164418
DB01355	ENSG00000101204
DB01355	ENSG00000274542
DB01355	ENSG00000175344
DB01355	ENSG00000011677
DB01355	ENSG00000109158
DB00281	ENSG00000146648
DB00281	ENSG00000185313
DB00281	ENSG00000169432
DB00281	ENSG00000183873
DB01151	ENSG00000166311
DB01151	ENSG00000108576
DB01151	ENSG00000169252
DB01151	ENSG00000184984
DB01151	ENSG00000149295
DB01151	ENSG00000181072
DB01151	ENSG00000180720
DB01151	ENSG00000147246
DB01151	ENSG00000102468
DB01151	ENSG00000168539
DB01151	ENSG00000043591
DB01151	ENSG00000196639
DB01151	ENSG00000103546
DB01151	ENSG00000120907
DB01151	ENSG00000150594
DB01151	ENSG00000178394
DB01151	ENSG00000133019
DB00962	ENSG00000022355
DB00962	ENSG00000100300
DB01082	ENSG00000159339
DB01082	ENSG00000280908
DB00427	ENSG00000196639
DB01277	ENSG00000140443
DB01277	ENSG00000197081
DB01277	ENSG00000146674
DB01277	ENSG00000171105
DB00816	ENSG00000169252
DB00918	ENSG00000179546
DB00918	ENSG00000135312
DB00349	ENSG00000022355
DB01149	ENSG00000103546
DB01149	ENSG00000170214
DB01149	ENSG00000102468
DB01149	ENSG00000120907
DB01149	ENSG00000108576
DB01149	ENSG00000178394
DB01149	ENSG00000150594
DB01149	ENSG00000147246
DB01149	ENSG00000276996
DB01149	ENSG00000142319
DB00434	ENSG00000133019
DB00434	ENSG00000168539
DB00434	ENSG00000196639
DB00434	ENSG00000102468
DB00434	ENSG00000147246
DB00434	ENSG00000181072
DB01260	ENSG00000113580
DB00617	ENSG00000100346
DB06777	ENSG00000012504
DB00892	ENSG00000185313
DB00118	ENSG00000168906
DB00118	ENSG00000151224
DB00118	ENSG00000160200
DB00118	ENSG00000274276
DB00118	ENSG00000124713
DB00118	ENSG00000123505
DB00118	ENSG00000093010
DB00492	ENSG00000159640
DB00825	ENSG00000144481
DB00825	ENSG00000167723
DB00825	ENSG00000104321
DB00825	ENSG00000082556
DB00294	ENSG00000091831
DB00294	ENSG00000082175
DB00001	ENSG00000180210
DB00694	ENSG00000077097
DB00694	ENSG00000131747
DB01337	ENSG00000120903
DB01337	ENSG00000181072
DB01337	ENSG00000133019
DB08814	ENSG00000109320
DB08814	ENSG00000007171
DB08814	ENSG00000095303
DB08814	ENSG00000112541
DB00182	ENSG00000276996
DB00182	ENSG00000142319
DB00182	ENSG00000165646
DB00182	ENSG00000108576
DB00182	ENSG00000149295
DB00182	ENSG00000146399
DB00182	ENSG00000103546
DB00182	ENSG00000120907
DB00182	ENSG00000069535
DB00182	ENSG00000043591
DB00182	ENSG00000164326
DB08908	ENSG00000079999
DB01620	ENSG00000196639
DB00997	ENSG00000131747
DB06643	ENSG00000120659
DB00461	ENSG00000095303
DB00461	ENSG00000073756
DB00548	ENSG00000122787
DB00548	ENSG00000077498
DB00548	ENSG00000277893
DB00140	ENSG00000135002
DB00140	ENSG00000090013
DB00377	ENSG00000166736
DB05258	ENSG00000142166
DB00099	ENSG00000119535
DB00099	ENSG00000277571
DB00099	ENSG00000197561
DB01191	ENSG00000108576
DB01191	ENSG00000147246
DB08916	ENSG00000178568
DB08916	ENSG00000146648
DB08916	ENSG00000141736
DB00830	ENSG00000103546
DB00830	ENSG00000276996
DB00830	ENSG00000142319
DB00093	ENSG00000166148
DB08870	ENSG00000120949
DB04898	ENSG00000180210
DB09014	ENSG00000147955
DB09014	ENSG00000147246
DB09014	ENSG00000151577
DB00202	ENSG00000129749
DB00202	ENSG00000168539
DB00202	ENSG00000181072
DB00202	ENSG00000133019
DB00132	ENSG00000134824
DB00132	ENSG00000118402
DB00132	ENSG00000183023
DB00132	ENSG00000196689
DB00132	ENSG00000262304
DB00132	ENSG00000149485
DB01103	ENSG00000115896
DB01103	ENSG00000184381
DB01103	ENSG00000116711
DB01186	ENSG00000151577
DB01186	ENSG00000184845
DB01186	ENSG00000149295
DB01186	ENSG00000171873
DB01186	ENSG00000150594
DB01186	ENSG00000147246
DB01186	ENSG00000169676
DB01186	ENSG00000170214
DB01186	ENSG00000102468
DB01186	ENSG00000178394
DB01186	ENSG00000184160
DB01186	ENSG00000179546
DB01186	ENSG00000135312
DB01186	ENSG00000069696
DB01186	ENSG00000135914
DB01186	ENSG00000120907
DB00405	ENSG00000196639
DB01342	ENSG00000144891
DB00917	ENSG00000050628
DB00917	ENSG00000160951
DB00917	ENSG00000171522
DB00917	ENSG00000125384
DB00034	ENSG00000142166
DB00034	ENSG00000159110
DB00535	ENSG00000005381
DB00775	ENSG00000259207
DB00775	ENSG00000005961
DB00421	ENSG00000151623
DB00421	ENSG00000082175
DB00421	ENSG00000129214
DB00421	ENSG00000179142
DB00421	ENSG00000169083
DB00421	ENSG00000113580
DB00421	ENSG00000145545
DB00421	ENSG00000108878
DB06216	ENSG00000149295
DB06216	ENSG00000150594
DB06216	ENSG00000169252
DB06216	ENSG00000069696
DB06216	ENSG00000135914
DB06216	ENSG00000184845
DB06216	ENSG00000196639
DB06216	ENSG00000102468
DB06216	ENSG00000178394
DB06216	ENSG00000151577
DB06216	ENSG00000158748
DB06216	ENSG00000147246
DB06216	ENSG00000135312
DB06216	ENSG00000043591
DB06216	ENSG00000157219
DB06216	ENSG00000113749
DB06216	ENSG00000148680
DB06216	ENSG00000184160
DB06216	ENSG00000120907
DB00266	ENSG00000167397
DB00266	ENSG00000181019
DB00266	ENSG00000116791
DB06694	ENSG00000170214
DB06694	ENSG00000120907
DB06694	ENSG00000171873
DB06694	ENSG00000184160
DB06694	ENSG00000150594
DB00230	ENSG00000141837
DB01129	ENSG00000105675
DB01043	ENSG00000198785
DB01043	ENSG00000149295
DB01043	ENSG00000166736
DB01043	ENSG00000176884
DB01043	ENSG00000273079
DB01043	ENSG00000183454
DB00652	ENSG00000082556
DB00652	ENSG00000147955
DB00652	ENSG00000112038
DB00191	ENSG00000103546
DB00191	ENSG00000276996
DB00191	ENSG00000142319
DB00191	ENSG00000108576
DB00191	ENSG00000069535
DB00191	ENSG00000189221
DB01253	ENSG00000120907
DB00048	ENSG00000164692
DB00048	ENSG00000108821
DB00048	ENSG00000168542
DB00048	ENSG00000139219
DB00186	ENSG00000100300
DB00186	ENSG00000022355
DB00783	ENSG00000091831
DB00783	ENSG00000140009
DB00783	ENSG00000144852
DB00569	ENSG00000117601
DB00569	ENSG00000126218
DB01384	ENSG00000113580
DB00351	ENSG00000113580
DB00351	ENSG00000082175
DB06738	ENSG00000176884
DB06738	ENSG00000082556
DB06738	ENSG00000112038
DB06738	ENSG00000116329
DB05812	ENSG00000148795
DB00842	ENSG00000102287
DB00842	ENSG00000145863
DB00842	ENSG00000166206
DB00842	ENSG00000111886
DB00842	ENSG00000022355
DB00842	ENSG00000113327
DB00842	ENSG00000187730
DB00842	ENSG00000163285
DB00842	ENSG00000094755
DB00842	ENSG00000151834
DB00842	ENSG00000186297
DB00842	ENSG00000146276
DB00842	ENSG00000183185
DB00842	ENSG00000268089
DB00842	ENSG00000011677
DB00842	ENSG00000109158
DB00842	ENSG00000145864
DB00842	ENSG00000163288
DB00842	ENSG00000182256
DB04843	ENSG00000168539
DB04843	ENSG00000133019
DB00221	ENSG00000043591
DB00221	ENSG00000169252
DB00616	ENSG00000196549
DB00616	ENSG00000159640
DB01248	ENSG00000101162
DB01248	ENSG00000171791
DB01248	ENSG00000078018
DB01248	ENSG00000047849
DB01248	ENSG00000144852
DB01248	ENSG00000186868
DB01248	ENSG00000277956
DB00341	ENSG00000196639
DB00315	ENSG00000135312
DB00315	ENSG00000178394
DB00315	ENSG00000179097
DB00315	ENSG00000179546
DB00811	ENSG00000106348
DB00811	ENSG00000076685
DB00811	ENSG00000197594
DB00811	ENSG00000156110
DB00564	ENSG00000183873
DB00226	ENSG00000103546
DB00868	ENSG00000183873
DB00097	ENSG00000170820
DB00097	ENSG00000138039
DB00512	ENSG00000163631
DB00470	ENSG00000188822
DB00470	ENSG00000118432
DB01279	ENSG00000105355
DB01039	ENSG00000008516
DB01039	ENSG00000186951
DB01106	ENSG00000196639
DB01106	ENSG00000169006
DB01085	ENSG00000168539
DB01085	ENSG00000181072
DB01085	ENSG00000133019
DB01050	ENSG00000073756
DB01050	ENSG00000145384
DB01050	ENSG00000095303
DB01050	ENSG00000178726
DB01050	ENSG00000132170
DB01050	ENSG00000001626
DB01050	ENSG00000104368
DB01050	ENSG00000171791
DB01002	ENSG00000185313
DB06186	ENSG00000163599
DB00655	ENSG00000091831
DB01017	ENSG00000100985
DB01017	ENSG00000125538
DB01017	ENSG00000137752
DB01017	ENSG00000275565
DB01017	ENSG00000012779
DB01017	ENSG00000172115
DB01017	ENSG00000112715
DB01017	ENSG00000164305
DB01227	ENSG00000080644
DB01227	ENSG00000117971
DB01227	ENSG00000112038
DB00808	ENSG00000180509
DB00808	ENSG00000053918
DB00472	ENSG00000108576
DB04837	ENSG00000196639
DB00992	ENSG00000150337
DB00474	ENSG00000022355
DB08818	ENSG00000130956
DB08818	ENSG00000026508
DB08818	ENSG00000090339
DB08818	ENSG00000072571
DB08818	ENSG00000038427
DB08818	ENSG00000108561
DB08818	ENSG00000145681
DB08818	ENSG00000187664
DB08818	ENSG00000130287
DB08818	ENSG00000123610
DB08818	ENSG00000204381
DB08818	ENSG00000081148
DB08818	ENSG00000148702
DB08818	ENSG00000136011
DB08818	ENSG00000140511
DB00758	ENSG00000169313
DB00408	ENSG00000148680
DB00408	ENSG00000184845
DB00408	ENSG00000133019
DB00408	ENSG00000147246
DB00408	ENSG00000170214
DB00408	ENSG00000168830
DB00408	ENSG00000158748
DB00408	ENSG00000149295
DB00408	ENSG00000157219
DB00408	ENSG00000113749
DB00408	ENSG00000120907
DB00408	ENSG00000169676
DB00408	ENSG00000180720
DB00408	ENSG00000181072
DB00408	ENSG00000103546
DB00408	ENSG00000150594
DB00408	ENSG00000276996
DB00408	ENSG00000142319
DB00408	ENSG00000184160
DB00408	ENSG00000151577
DB00408	ENSG00000069696
DB00408	ENSG00000108576
DB00408	ENSG00000043591
DB00408	ENSG00000135312
DB00408	ENSG00000102468
DB00408	ENSG00000178394
DB00408	ENSG00000134489
DB00408	ENSG00000179546
DB00408	ENSG00000166736
DB00408	ENSG00000168539
DB00408	ENSG00000184984
DB00408	ENSG00000196639
DB00253	ENSG00000113580
DB00968	ENSG00000132437
DB00968	ENSG00000150594
DB00467	ENSG00000131747
DB08897	ENSG00000133019
DB08897	ENSG00000168539
DB08897	ENSG00000184984
DB08897	ENSG00000181072
DB08897	ENSG00000180720
DB02659	ENSG00000066926
DB02659	ENSG00000178741
DB02659	ENSG00000196482
DB02659	ENSG00000164919
DB02659	ENSG00000248144
DB02659	ENSG00000262243
DB02659	ENSG00000198848
DB02659	ENSG00000170231
DB02659	ENSG00000198804
DB02659	ENSG00000127184
DB02659	ENSG00000156885
DB02659	ENSG00000131143
DB02659	ENSG00000126267
DB02659	ENSG00000161281
DB02659	ENSG00000131174
DB02659	ENSG00000198712
DB02659	ENSG00000198938
DB02659	ENSG00000170890
DB02659	ENSG00000135940
DB02659	ENSG00000176340
DB00914	ENSG00000132356
DB00914	ENSG00000121361
DB00452	ENSG00000121966
DB01440	ENSG00000185803
DB01440	ENSG00000163288
DB00148	ENSG00000130005
DB00148	ENSG00000131730
DB00148	ENSG00000166165
DB00148	ENSG00000223572
DB00148	ENSG00000237289
DB00148	ENSG00000130821
DB00148	ENSG00000104879
DB00481	ENSG00000091831
DB00481	ENSG00000140009
DB00906	ENSG00000157103
DB01268	ENSG00000157404
DB01268	ENSG00000037280
DB01268	ENSG00000122025
DB01268	ENSG00000182578
DB01268	ENSG00000128052
DB01268	ENSG00000102755
DB01268	ENSG00000134853
DB01268	ENSG00000113721
DB00790	ENSG00000159640
DB01210	ENSG00000043591
DB01210	ENSG00000169252
DB00477	ENSG00000149295
DB00477	ENSG00000147246
DB00477	ENSG00000120907
DB00477	ENSG00000148680
DB00477	ENSG00000102468
DB00477	ENSG00000168539
DB00477	ENSG00000178394
DB00477	ENSG00000229314
DB00477	ENSG00000134489
DB00477	ENSG00000184845
DB00477	ENSG00000158748
DB00477	ENSG00000169676
DB00477	ENSG00000166311
DB00477	ENSG00000133019
DB00477	ENSG00000170214
DB00477	ENSG00000055118
DB00477	ENSG00000069696
DB00477	ENSG00000150594
DB00477	ENSG00000151577
DB00477	ENSG00000160014
DB00477	ENSG00000198668
DB00477	ENSG00000143933
DB00477	ENSG00000196639
DB00212	ENSG00000143839
DB01622	ENSG00000102468
DB01622	ENSG00000178394
DB01622	ENSG00000120907
DB01622	ENSG00000170214
DB01622	ENSG00000149295
DB01622	ENSG00000184845
DB00967	ENSG00000196639
DB01435	ENSG00000073756
DB01435	ENSG00000095303
DB00159	ENSG00000132170
DB00159	ENSG00000123983
DB00159	ENSG00000095303
DB00159	ENSG00000183023
DB00159	ENSG00000073756
DB00159	ENSG00000126266
DB00159	ENSG00000112033
DB00159	ENSG00000196689
DB00159	ENSG00000262304
DB00159	ENSG00000149485
DB00159	ENSG00000068366
DB01200	ENSG00000169676
DB01200	ENSG00000171873
DB01200	ENSG00000135914
DB01200	ENSG00000102468
DB01200	ENSG00000147246
DB01200	ENSG00000151577
DB01200	ENSG00000150594
DB01200	ENSG00000184160
DB01200	ENSG00000069696
DB01200	ENSG00000135312
DB01200	ENSG00000170214
DB01200	ENSG00000178394
DB01200	ENSG00000148680
DB01200	ENSG00000149295
DB01200	ENSG00000120907
DB01200	ENSG00000179546
DB01200	ENSG00000184845
DB08819	ENSG00000122420
DB00659	ENSG00000022355
DB00659	ENSG00000176884
DB00659	ENSG00000168959
DB00905	ENSG00000122420
DB00905	ENSG00000160951
DB00905	ENSG00000050628
DB00905	ENSG00000196139
DB00203	ENSG00000139053
DB00203	ENSG00000185527
DB00203	ENSG00000138735
DB00358	ENSG00000206172
DB00358	ENSG00000188536
DB00358	ENSG00000128271
DB01010	ENSG00000087085
DB01010	ENSG00000114200
DB01114	ENSG00000276996
DB01114	ENSG00000142319
DB01114	ENSG00000108576
DB01114	ENSG00000103546
DB01114	ENSG00000196639
DB01589	ENSG00000011677
DB01589	ENSG00000113327
DB01589	ENSG00000183185
DB01589	ENSG00000182256
DB01589	ENSG00000146276
DB01589	ENSG00000102287
DB01589	ENSG00000166206
DB01589	ENSG00000022355
DB01589	ENSG00000111886
DB01589	ENSG00000187730
DB01589	ENSG00000094755
DB01589	ENSG00000186297
DB01589	ENSG00000163288
DB01589	ENSG00000151834
DB01589	ENSG00000163285
DB01320	ENSG00000183873
DB00158	ENSG00000165457
DB00158	ENSG00000110203
DB00493	ENSG00000163631
DB00493	ENSG00000088386
DB00493	ENSG00000163406
DB00493	ENSG00000149452
DB00493	ENSG00000137204
DB00493	ENSG00000197901
DB00493	ENSG00000168065
DB01209	ENSG00000112038
DB01209	ENSG00000082556
DB01656	ENSG00000065989
DB01656	ENSG00000113448
DB01656	ENSG00000184588
DB01656	ENSG00000105650
DB04844	ENSG00000165646
DB04844	ENSG00000149295
DB00820	ENSG00000128655
DB00820	ENSG00000138735
DB00237	ENSG00000120251
DB00237	ENSG00000164418
DB00237	ENSG00000274542
DB00237	ENSG00000175344
DB00237	ENSG00000022355
DB00237	ENSG00000101204
DB00163	ENSG00000133488
DB00163	ENSG00000144852
DB00163	ENSG00000100003
DB00163	ENSG00000154229
DB00163	ENSG00000104695
DB00163	ENSG00000113575
DB00163	ENSG00000275565
DB00163	ENSG00000012779
DB00163	ENSG00000065357
DB00163	ENSG00000100012
DB00163	ENSG00000166501
DB00752	ENSG00000189221
DB00752	ENSG00000069535
DB01427	ENSG00000184588
DB01427	ENSG00000172572
DB01427	ENSG00000228321
DB01427	ENSG00000232810
DB01427	ENSG00000230108
DB01427	ENSG00000206439
DB01427	ENSG00000204490
DB01427	ENSG00000228849
DB01427	ENSG00000223952
DB00344	ENSG00000108576
DB00344	ENSG00000103546
DB00082	ENSG00000112964
DB01144	ENSG00000167434
DB01144	ENSG00000168748
DB01144	ENSG00000133742
DB01144	ENSG00000104267
DB01074	ENSG00000110090
DB01074	ENSG00000157184
DB01136	ENSG00000170214
DB01136	ENSG00000007908
DB01136	ENSG00000100644
DB01136	ENSG00000184160
DB01136	ENSG00000151366
DB01136	ENSG00000055118
DB01136	ENSG00000162692
DB01136	ENSG00000112715
DB01136	ENSG00000171873
DB01136	ENSG00000120907
DB01136	ENSG00000150594
DB01136	ENSG00000152661
DB01136	ENSG00000043591
DB01136	ENSG00000120937
DB01136	ENSG00000169252
DB00029	ENSG00000011422
DB00029	ENSG00000171560
DB00029	ENSG00000122194
DB00029	ENSG00000106366
DB00786	ENSG00000157227
DB00786	ENSG00000137673
DB00786	ENSG00000123342
DB00786	ENSG00000125966
DB00786	ENSG00000118113
DB00786	ENSG00000100985
DB00786	ENSG00000156103
DB00786	ENSG00000154485
DB00786	ENSG00000167346
DB00786	ENSG00000149968
DB00786	ENSG00000087245
DB00786	ENSG00000099953
DB00786	ENSG00000275365
DB00786	ENSG00000137675
DB00786	ENSG00000008516
DB00786	ENSG00000166670
DB00786	ENSG00000262406
DB00786	ENSG00000102996
DB00786	ENSG00000198598
DB00786	ENSG00000278843
DB00786	ENSG00000271447
DB00786	ENSG00000137674
DB00786	ENSG00000189409
DB00786	ENSG00000137745
DB00786	ENSG00000196611
DB01059	ENSG00000131747
DB09029	ENSG00000112115
DB09018	ENSG00000149295
DB05278	ENSG00000132693
DB00273	ENSG00000104267
DB00273	ENSG00000022355
DB00273	ENSG00000171189
DB00273	ENSG00000144285
DB00273	ENSG00000167434
DB00480	ENSG00000113851
DB00480	ENSG00000120659
DB00480	ENSG00000179776
DB00480	ENSG00000073756
DB00475	ENSG00000022355
DB00389	ENSG00000115705
DB00690	ENSG00000022355
DB00690	ENSG00000151834
DB00690	ENSG00000182256
DB00690	ENSG00000163285
DB00690	ENSG00000011677
DB00690	ENSG00000163288
DB00690	ENSG00000166206
DB00690	ENSG00000145864
DB00690	ENSG00000145863
DB00690	ENSG00000268089
DB00690	ENSG00000102287
DB00690	ENSG00000111886
DB00690	ENSG00000113327
DB00690	ENSG00000146276
DB00690	ENSG00000094755
DB00690	ENSG00000183185
DB00690	ENSG00000109158
DB00690	ENSG00000186297
DB00690	ENSG00000187730
DB01619	ENSG00000196639
DB01587	ENSG00000102287
DB01587	ENSG00000163285
DB01587	ENSG00000100300
DB01587	ENSG00000022355
DB01587	ENSG00000187730
DB01587	ENSG00000163288
DB01594	ENSG00000163285
DB01594	ENSG00000187730
DB01594	ENSG00000163288
DB01594	ENSG00000022355
DB01594	ENSG00000146276
DB01594	ENSG00000011677
DB01594	ENSG00000182256
DB01594	ENSG00000094755
DB01594	ENSG00000166206
DB01594	ENSG00000113327
DB01594	ENSG00000151834
DB01594	ENSG00000183185
DB01594	ENSG00000111886
DB01594	ENSG00000145864
DB01594	ENSG00000102287
DB01594	ENSG00000186297
DB06781	ENSG00000113580
DB01142	ENSG00000178394
DB01142	ENSG00000102468
DB01142	ENSG00000120907
DB01142	ENSG00000113749
DB01142	ENSG00000134489
DB01142	ENSG00000103546
DB01142	ENSG00000181072
DB01142	ENSG00000133019
DB01142	ENSG00000158748
DB01142	ENSG00000170214
DB01142	ENSG00000168539
DB01142	ENSG00000184984
DB01142	ENSG00000055118
DB01142	ENSG00000180720
DB01142	ENSG00000149295
DB01142	ENSG00000196639
DB01142	ENSG00000108576
DB01142	ENSG00000135914
DB01142	ENSG00000171873
DB01142	ENSG00000150594
DB01142	ENSG00000184160
DB01142	ENSG00000147246
DB00052	ENSG00000112964
DB00052	ENSG00000113494
DB01615	ENSG00000196639
DB00921	ENSG00000112038
DB00921	ENSG00000082556
DB00921	ENSG00000116329
DB01196	ENSG00000091831
DB01196	ENSG00000078018
DB01196	ENSG00000140009
DB01196	ENSG00000166963
DB06719	ENSG00000138039
DB06719	ENSG00000109163
DB01108	ENSG00000203857
DB01108	ENSG00000091831
DB01108	ENSG00000203859
DB01108	ENSG00000140009
DB00593	ENSG00000006283
DB06800	ENSG00000112038
DB06800	ENSG00000082556
DB01146	ENSG00000276996
DB01146	ENSG00000142319
DB01146	ENSG00000196639
DB00127	ENSG00000102172
DB00127	ENSG00000088826
DB00127	ENSG00000115758
DB01154	ENSG00000022355
DB01154	ENSG00000121361
DB01154	ENSG00000187486
DB01035	ENSG00000183873
DB01035	ENSG00000130816
DB01166	ENSG00000172572
DB01225	ENSG00000117601
DB01225	ENSG00000126218
DB00155	ENSG00000153904
DB00155	ENSG00000036473
DB00155	ENSG00000117115
DB00155	ENSG00000142619
DB00155	ENSG00000280549
DB00155	ENSG00000233076
DB00155	ENSG00000206395
DB00155	ENSG00000225635
DB00155	ENSG00000227317
DB00155	ENSG00000213722
DB00155	ENSG00000226634
DB00155	ENSG00000228128
DB00155	ENSG00000159339
DB00155	ENSG00000280908
DB00155	ENSG00000089250
DB00155	ENSG00000007171
DB00155	ENSG00000130707
DB00155	ENSG00000164867
DB00155	ENSG00000280949
DB00155	ENSG00000276747
DB00155	ENSG00000142623
DB00155	ENSG00000281459
DB00867	ENSG00000169252
DB01101	ENSG00000176890
DB08865	ENSG00000105976
DB08865	ENSG00000171094
DB00761	ENSG00000124067
DB00761	ENSG00000124140
DB00761	ENSG00000064651
DB00761	ENSG00000074803
DB00761	ENSG00000140199
DB00761	ENSG00000113504
DB00361	ENSG00000235067
DB00361	ENSG00000229684
DB00361	ENSG00000183311
DB00361	ENSG00000227739
DB00361	ENSG00000196230
DB00361	ENSG00000224156
DB00361	ENSG00000232421
DB00361	ENSG00000232575
DB01007	ENSG00000001630
DB08923	ENSG00000187266
DB00663	ENSG00000113580
DB00750	ENSG00000183873
DB00863	ENSG00000113749
DB00019	ENSG00000277571
DB00019	ENSG00000197561
DB00019	ENSG00000119535
DB01349	ENSG00000180772
DB01349	ENSG00000144891
DB00819	ENSG00000118298
DB00819	ENSG00000104267
DB00819	ENSG00000133742
DB00819	ENSG00000164879
DB00819	ENSG00000168748
DB00819	ENSG00000240583
DB00819	ENSG00000167434
DB01020	ENSG00000152402
DB01012	ENSG00000036828
DB01422	ENSG00000111142
DB00991	ENSG00000095303
DB00991	ENSG00000073756
DB00762	ENSG00000198900
DB00762	ENSG00000184428
DB00014	ENSG00000138039
DB00014	ENSG00000109163
DB01203	ENSG00000169252
DB01203	ENSG00000043591
DB06213	ENSG00000128271
DB04953	ENSG00000185760
DB04953	ENSG00000075043
DB04953	ENSG00000117013
DB04953	ENSG00000184156
DB08895	ENSG00000096968
DB08895	ENSG00000162434
DB08895	ENSG00000105639
DB06700	ENSG00000103546
DB06700	ENSG00000108576
DB01003	ENSG00000156113
DB01003	ENSG00000163993
DB04838	ENSG00000153956
DB04838	ENSG00000262243
DB04838	ENSG00000198848
DB01068	ENSG00000100300
DB01068	ENSG00000022355
DB01327	ENSG00000005421
DB00785	ENSG00000181072
DB00785	ENSG00000168539
DB00785	ENSG00000133019
DB00785	ENSG00000180720
DB00785	ENSG00000184984
DB00509	ENSG00000115705
DB00509	ENSG00000151090
DB00509	ENSG00000126351
DB06201	ENSG00000169432
DB06201	ENSG00000168959
DB00796	ENSG00000144891
DB00004	ENSG00000134460
DB00004	ENSG00000147168
DB00004	ENSG00000100385
DB00688	ENSG00000106348
DB00688	ENSG00000178035
DB00527	ENSG00000160014
DB00527	ENSG00000198668
DB00527	ENSG00000143933
DB00527	ENSG00000185313
DB00527	ENSG00000183873
DB08914	ENSG00000171105
DB05265	ENSG00000196408
DB00058	ENSG00000277571
DB00058	ENSG00000197561
DB01365	ENSG00000120907
DB01365	ENSG00000043591
DB00733	ENSG00000087085
DB00733	ENSG00000114200
DB01595	ENSG00000145864
DB01595	ENSG00000145863
DB01595	ENSG00000011677
DB01595	ENSG00000102287
DB01595	ENSG00000151834
DB01595	ENSG00000187730
DB01595	ENSG00000094755
DB01595	ENSG00000111886
DB01595	ENSG00000022355
DB01595	ENSG00000186297
DB01595	ENSG00000144285
DB01595	ENSG00000109158
DB01595	ENSG00000163285
DB01595	ENSG00000182256
DB01595	ENSG00000163288
DB01595	ENSG00000183185
DB01595	ENSG00000113327
DB01595	ENSG00000146276
DB01595	ENSG00000166206
DB01595	ENSG00000268089
DB00683	ENSG00000145864
DB00683	ENSG00000187730
DB00683	ENSG00000011677
DB00683	ENSG00000163288
DB00683	ENSG00000102287
DB00683	ENSG00000166206
DB00683	ENSG00000186297
DB00683	ENSG00000022355
DB00683	ENSG00000146276
DB00683	ENSG00000151834
DB00683	ENSG00000163285
DB00683	ENSG00000094755
DB00683	ENSG00000268089
DB00683	ENSG00000109158
DB00683	ENSG00000113327
DB00683	ENSG00000111886
DB00683	ENSG00000145863
DB00683	ENSG00000183185
DB00683	ENSG00000182256
DB00234	ENSG00000103546
DB08910	ENSG00000073756
DB08910	ENSG00000113851
DB08910	ENSG00000228321
DB08910	ENSG00000232810
DB08910	ENSG00000230108
DB08910	ENSG00000206439
DB08910	ENSG00000204490
DB08910	ENSG00000228849
DB08910	ENSG00000223952
DB01216	ENSG00000122787
DB01216	ENSG00000145545
DB01216	ENSG00000277893
DB00321	ENSG00000196639
DB00321	ENSG00000168539
DB00321	ENSG00000082556
DB00321	ENSG00000148053
DB00321	ENSG00000108576
DB00321	ENSG00000120907
DB00321	ENSG00000113749
DB00321	ENSG00000184408
DB00321	ENSG00000147246
DB00321	ENSG00000171873
DB00321	ENSG00000184984
DB00321	ENSG00000135312
DB00321	ENSG00000148680
DB00321	ENSG00000133019
DB00321	ENSG00000112038
DB00321	ENSG00000150594
DB00321	ENSG00000179546
DB00321	ENSG00000180720
DB00321	ENSG00000181072
DB00321	ENSG00000111262
DB00321	ENSG00000134489
DB00321	ENSG00000170214
DB00321	ENSG00000116329
DB00321	ENSG00000178394
DB00321	ENSG00000171385
DB00321	ENSG00000184156
DB00321	ENSG00000147955
DB00321	ENSG00000102468
DB00321	ENSG00000158748
DB00321	ENSG00000075043
DB00321	ENSG00000198400
DB00321	ENSG00000103546
DB00321	ENSG00000043591
DB01170	ENSG00000103546
DB00981	ENSG00000087085
DB00429	ENSG00000160951
DB04890	ENSG00000196639
DB00312	ENSG00000164418
DB00312	ENSG00000011677
DB00312	ENSG00000151834
DB00312	ENSG00000022355
DB00312	ENSG00000145863
