Identifier	Name	Type	Category
DB00824	Enprofylline	Drug	Anti-Asthmatic Agents, Bronchodilator Agents, Adenosine A2 Receptor Antagonists, Anti-Arrhythmia Agents
DB00825	Menthol	Drug	Antipruritics
DB00828	Fosfomycin	Drug	Anti-Bacterial Agents
DB00829	Diazepam	Drug	Anticonvulsants, GABA Modulators, Antiemetics, Anesthetics, Intravenous, Muscle Relaxants, Central, Anti-Anxiety Agents, Hypnotics and Sedatives, Adjuvants, Anesthesia
DB08796	Pipazethate	Drug	Antitussive Agents
DB08797	Salicylamide	Drug	Anti-Inflammatory Agents, Non-Steroidal
DB08795	Azidocillin	Drug	Anti-Bacterial Agents, Penicillins
DB08792	Diloxanide	Drug	Amebicides
DB00830	Phenmetrazine	Drug	Central Nervous System Stimulants, Appetite Depressants, Sympathomimetics
DB08798	Sulfamoxole	Drug	Anti-Bacterial Agents, Anti-Infective Agents
DB08799	Antazoline	Drug	Histamine H1 Antagonists, Anti-Allergic Agents, Histamine Antagonists
DB00833	Cefaclor	Drug	Anti-Bacterial Agents, Cephalosporins
DB00834	Mifepristone	Drug	Contraceptives, Postcoital, Synthetic, Contraceptives, Oral, Synthetic, Menstruation-Inducing Agents, Hormone Antagonists, Luteolytic Agents, Abortifacient Agents, Steroidal
DB00831	Trifluoperazine	Drug	Antipsychotic Agents, Phenothiazines, Antiemetics, Dopamine Antagonists
DB00832	Phensuximide	Drug	Anticonvulsants
DB00837	Progabide	Drug	Anticonvulsants, GABA Agonists, Antiparkinson Agents, Antidyskinetics, Antidepressive Agents
DB00838	Clocortolone	Drug	Corticosteroids
DB00835	Brompheniramine	Drug	Histamine H1 Antagonists, Anti-Allergic Agents
DB00836	Loperamide	Drug	Antidiarrheals
DB00839	Tolazamide	Drug	
DB06144	Sertindole	Drug	Antipsychotic Agents
DB05294	Vandetanib	Drug	
DB00840	Hydroxypropyl cellulose	Drug	Artificial Tears, Ophthalmics
DB06148	Mianserin	Drug	Histamine H1 Antagonists, Adrenergic alpha-Antagonists, Serotonin Antagonists, Antidepressive Agents, Second-Generation
DB06147	Sulfathiazole	Drug	Anti-Infective Agents
DB00841	Dobutamine	Drug	Cardiotonic Agents, Sympathomimetics, Adrenergic beta-1 Receptor Agonists
DB06149	Teicoplanin	Drug	Anti-Bacterial Agents
DB00844	Nalbuphine	Drug	
DB00845	Clofazimine	Drug	Anti-Inflammatory Agents, Non-Steroidal, Dyes, Coloring Agents, Antimycobacterials, Leprostatic Agents
DB00842	Oxazepam	Drug	GABA Modulators, Anti-Anxiety Agents, Hypnotics and Sedatives
DB00843	Donepezil	Drug	
DB00849	Methylphenobarbital	Drug	Anticonvulsants, GABA Modulators, Hypnotics and Sedatives
DB00846	Flurandrenolide	Drug	Glucocorticoids, Anti-Inflammatory Agents
DB00847	Cysteamine	Drug	Radiation-Protective Agents, Ophthalmics
DB05245	Silver sulfadiazine	Drug	Anti-Bacterial Agents, Antibiotics, Topical, Sulfonamides, Anti-Infective Agents, Local
DB05246	Methsuximide	Drug	Anticonvulsants, Succinimides
DB05258	Natural alpha interferon	Drug	Antineoplastic Agents
DB06589	Pazopanib	Drug	
DB05259	Glatiramer Acetate	Drug	Immunosuppressive Agents, Adjuvants, Immunologic
DB00800	Fenoldopam	Drug	Vasodilator Agents, Antihypertensive Agents, Dopamine Agonists
DB00801	Halazepam	Drug	Neuromuscular Agents, Anti-Anxiety Agents, Hypnotics and Sedatives, Benzodiazepines
DB00804	Dicyclomine	Drug	Cholinergic Antagonists, Parasympatholytics, Antispasmodics, Muscarinic Antagonists
DB00805	Minaprine	Drug	Antidepressive Agents
DB00802	Alfentanil	Drug	Analgesics, Opioid, Narcotics, Anesthetics, Intravenous
DB00803	Colistin	Drug	Anti-Bacterial Agents
DB06196	Icatibant	Drug	Anti-Inflammatory Agents, Non-Steroidal, Adrenergic beta-Antagonists
DB00891	Sulfapyridine	Drug	Sulfonamides, Dermatologic Agents, Anti-Infective Agents
DB00892	Oxybuprocaine	Drug	Anesthetics, Local
DB00890	Dienestrol	Drug	Estrogens, Non-Steroidal
DB00411	Carbachol	Drug	Cardiotonic Agents, Analgesics, Non-Narcotic, Cholinergic Agonists, Miotics
DB00895	Benzylpenicilloyl Polylysine	Drug	
DB00896	Rimexolone	Drug	Corticosteroids
DB00412	Rosiglitazone	Drug	
DB00893	Iron Dextran	Drug	Hematinics, Anti-anemic Agents, Supplements
DB00410	Mupirocin	Drug	Anti-Bacterial Agents, Antibiotics, Protein Synthesis Inhibitors
DB00894	Testolactone	Drug	Antineoplastic Agents, Hormonal
DB00899	Remifentanil	Drug	Analgesics, Opioid, Anesthetics, Intravenous, Hypnotics and Sedatives
DB00415	Ampicillin	Drug	Anti-Bacterial Agents, Penicillins
DB00413	Pramipexole	Drug	Antioxidants, Antiparkinson Agents, Antidyskinetics, Dopamine Agonists
DB00897	Triazolam	Drug	GABA Modulators, Anti-Anxiety Agents, Adjuvants, Anesthesia, Benzodiazepines
DB00898	Ethanol	Drug	Solvents, Central Nervous System Depressants, Anti-Infective Agents, Local
DB00419	Miglustat	Drug	Enzyme Inhibitors
DB00417	Penicillin V	Drug	Anti-Bacterial Agents, Penicillins
DB00418	Secobarbital	Drug	GABA Modulators, Adjuvants, Hypnotics and Sedatives, Adjuvants, Anesthesia, Barbiturates
DB00422	Methylphenidate	Drug	Central Nervous System Stimulants, Dopamine Uptake Inhibitors
DB00423	Methocarbamol	Drug	Muscle Relaxants, Central
DB00420	Promazine	Drug	Antipsychotic Agents, Phenothiazines, Antiemetics, Dopamine Antagonists
DB00421	Spironolactone	Drug	Diuretics, Mineralocorticoid Receptor Antagonists
DB00426	Famciclovir	Drug	Prodrugs, Nucleic Acids, Nucleotides, and Nucleosides, Antiviral Agents
DB00427	Triprolidine	Drug	
DB00424	Hyoscyamine	Drug	Antispasmodics, Muscarinic Antagonists, Anti-Arrhythmia Agents
DB00425	Zolpidem	Drug	GABA-A Receptor Agonists, Hypnotics and Sedatives
DB00428	Streptozocin	Drug	Antibiotics, Antibiotics, Antineoplastic
DB00429	Carboprost Tromethamine	Drug	
DB00430	Cefpiramide	Drug	Anti-Bacterial Agents, Cephalosporins
DB00433	Prochlorperazine	Drug	Antipsychotic Agents, Phenothiazines, Antiemetics, Dopamine Antagonists
DB01764	Dalfopristin	Drug	Anti-Bacterial Agents
DB00434	Cyproheptadine	Drug	Histamine H1 Antagonists, Anti-Allergic Agents, Serotonin Antagonists, Antipruritics, Gastrointestinal Agents
DB00431	Lindane	Drug	Antiscabies Agents, Insecticides
DB00432	Trifluridine	Drug	Antiviral Agents, Antimetabolites
DB00437	Allopurinol	Drug	Enzyme Inhibitors, Gout Suppressants, Free Radical Scavengers, Antimetabolites
DB00438	Ceftazidime	Drug	Anti-Bacterial Agents, Cephalosporins
DB00435	Nitric Oxide	Drug	Endothelium-Dependent Relaxing Factors, Neurotransmitter Agents, Free Radical Scavengers, Bronchodilator Agents
DB00436	Bendroflumethiazide	Drug	Sodium Chloride Symporter Inhibitors, Diuretics, Antihypertensive Agents
DB00440	Trimethoprim	Drug	Anti-Infective Agents
DB00441	Gemcitabine	Drug	Enzyme Inhibitors, Immunosuppressive Agents, Antimetabolites, Antineoplastic, Antiviral Agents, Radiation-Sensitizing Agents
DB00444	Teniposide	Drug	Enzyme Inhibitors, Nucleic Acid Synthesis Inhibitors, Antineoplastic Agents
DB00445	Epirubicin	Drug	Antibiotics, Antineoplastic
DB00442	Entecavir	Drug	
DB00443	Betamethasone	Drug	Corticosteroids, Glucocorticoids, Anti-Asthmatic Agents, Anti-Inflammatory Agents
DB00448	Lansoprazole	Drug	Enzyme Inhibitors, Proton Pump Inhibitors, Anti-Ulcer Agents, Anti-Infective Agents
DB00449	Dipivefrin	Drug	Adrenergic Agonists, Ophthalmics
DB00446	Chloramphenicol	Drug	Anti-Bacterial Agents, Protein Synthesis Inhibitors
DB06155	Rimonabant	Drug	
DB06151	Acetylcysteine	Drug	Expectorants, Free Radical Scavengers, Antiviral Agents
DB06150	Sulfadimethoxine	Drug	Anti-Infective Agents
DB00851	Dacarbazine	Drug	Antineoplastic Agents, Alkylating
DB00852	Pseudoephedrine	Drug	
DB00850	Perphenazine	Drug	Antipsychotic Agents, Phenothiazines, Dopamine Antagonists
DB00855	Aminolevulinic acid	Drug	Photosensitizing Agents
DB00856	Chlorphenesin	Drug	Muscle Relaxants, Central
DB00853	Temozolomide	Drug	Antineoplastic Agents, Alkylating
DB00854	Levorphanol	Drug	Analgesics, Opioid, Narcotics
DB00859	Penicillamine	Drug	Antidotes, Antirheumatic Agents, Chelating Agents
DB00857	Terbinafine	Drug	Antifungal Agents
DB00858	Drostanolone	Drug	
DB06168	Canakinumab	Drug	Anti-Inflammatory Agents, Monoclonal antibodies
DB00862	Vardenafil	Drug	Vasodilator Agents, Phosphodiesterase 5 Inhibitors, Anti-Impotence Agents
DB00863	Ranitidine	Drug	Anti-Ulcer Agents, Histamine H2 Antagonists
DB00860	Prednisolone	Drug	Antineoplastic Agents, Hormonal, Glucocorticoids, Anti-Inflammatory Agents
DB00861	Diflunisal	Drug	Anti-Inflammatory Agents, Non-Steroidal
DB00866	Alprenolol	Drug	Sympatholytics, Adrenergic beta-Antagonists, Antihypertensive Agents, Anti-Arrhythmia Agents
DB00867	Ritodrine	Drug	Sympathomimetics, Adrenergic beta-2 Receptor Agonists, Tocolytic Agents
DB00864	Tacrolimus	Drug	
DB00865	Benzphetamine	Drug	Central Nervous System Stimulants, Adrenergic Uptake Inhibitors, Sympathomimetics, Adrenergic Agents, Dopamine Agents, Dopamine Uptake Inhibitors
DB00868	Benzonatate	Drug	Antitussive Agents
DB00869	Dorzolamide	Drug	
DB00870	Suprofen	Drug	Anti-Inflammatory Agents, Non-Steroidal, Cyclooxygenase Inhibitors
DB00873	Loteprednol	Drug	Anti-Allergic Agents
DB00874	Guaifenesin	Drug	Expectorants
DB00871	Terbutaline	Drug	Sympathomimetics, Bronchodilator Agents, Adrenergic beta-2 Receptor Agonists, Tocolytic Agents
DB00872	Conivaptan	Drug	
DB00877	Sirolimus	Drug	Anti-Bacterial Agents, Immunosuppressive Agents, Macrolides, Antifungal Agents, Antibiotics, Antineoplastic
DB00878	Chlorhexidine	Drug	Mouthwashes, Disinfectants, Anti-Infective Agents, Anti-Infective Agents, Local
DB00875	Flupentixol	Drug	Antipsychotic Agents, Thioxanthenes, Dopamine Antagonists
DB00876	Eprosartan	Drug	
DB00879	Emtricitabine	Drug	
DB06186	Ipilimumab	Drug	Antineoplastic Agents, Monoclonal antibodies
DB00880	Chlorothiazide	Drug	Sodium Chloride Symporter Inhibitors, Diuretics, Antihypertensive Agents
DB00881	Quinapril	Drug	Angiotensin-Converting Enzyme Inhibitors, Antihypertensive Agents
DB00884	Risedronate	Drug	Calcium Channel Blockers, Bone Density Conservation Agents, Antiresorptives, Bisphosphonates, Antihypocalcemic Agents
DB00400	Griseofulvin	Drug	Anti-Bacterial Agents, Antifungal Agents
DB00885	Pemirolast	Drug	Histamine Antagonists, Ophthalmics
DB00401	Nisoldipine	Drug	Vasodilator Agents, Calcium Channel Blockers, Antihypertensive Agents
DB00882	Clomifene	Drug	Estrogen Antagonists, Selective Estrogen Receptor Modulators, Fertility Agents, Female
DB00883	Isosorbide Dinitrate	Drug	Nitric Oxide Donors, Vasodilator Agents
DB00404	Alprazolam	Drug	GABA Modulators, Anti-Anxiety Agents, Hypnotics and Sedatives, Benzodiazepines
DB00888	Mechlorethamine	Drug	Chemical Warfare Agents, Alkylating Agents, Irritants, Antineoplastic Agents, Alkylating
DB00405	Dexbrompheniramine	Drug	Histamine H1 Antagonists, Histamine Antagonists
DB00889	Granisetron	Drug	Serotonin Antagonists, Antiemetics
DB00402	Eszopiclone	Drug	Hypnotics and Sedatives
DB00887	Bumetanide	Drug	Sodium Potassium Chloride Symporter Inhibitors, Diuretics
DB00403	Ceruletide	Drug	Diagnostic Agents
DB00408	Loxapine	Drug	Antipsychotic Agents, Dopamine Antagonists
DB00409	Remoxipride	Drug	Antipsychotic Agents, Dopamine Antagonists
DB00406	Gentian Violet	Drug	Anti-Infective Agents, Local
DB00407	Ardeparin	Drug	Antithrombins, Heparins
DB00491	Miglitol	Drug	
DB00492	Fosinopril	Drug	
DB00490	Buspirone	Drug	Serotonin Receptor Agonists, Anti-Anxiety Agents, Hypnotics and Sedatives
DB00011	Interferon alfa-n1	Drug	Immunologic Factors, Immunosuppressive Agents, Antiviral Agents
DB00495	Zidovudine	Drug	Reverse Transcriptase Inhibitors, Anti-HIV Agents, Antimetabolites
DB01342	Forasartan	Drug	Angiotensin Receptor Antagonists
DB00012	Darbepoetin alfa	Drug	Hematinics, Anti-anemic Agents
DB00496	Darifenacin	Drug	Antispasmodic Agents
DB04855	Dronedarone	Drug	Anti-Arrhythmia Agents
DB00493	Cefotaxime	Drug	Anti-Bacterial Agents, Cephalosporins
DB01340	Cilazapril	Drug	Angiotensin-Converting Enzyme Inhibitors, Antihypertensive Agents
DB00494	Entacapone	Drug	Enzyme Inhibitors, Antiparkinson Agents, Antidyskinetics
DB00010	Sermorelin	Drug	Hormone Replacement Agents
DB00015	Reteplase	Drug	Fibrinolytic Agents, Thrombolytic Agents
DB01347	Saprisartan	Drug	
DB00499	Flutamide	Drug	Antineoplastic Agents, Hormonal, Androgen Antagonists
DB00016	Epoetin alfa	Drug	Hematinics, Anti-anemic Agents
DB01346	Quinidine barbiturate	Drug	
DB00013	Urokinase	Drug	Thrombolytic Agents
DB00497	Oxycodone	Drug	Antitussive Agents, Analgesics, Opioid, Narcotics
DB00498	Phenindione	Drug	Anticoagulants
DB01344	Polystyrene sulfonate	Drug	
DB00014	Goserelin	Drug	
DB00019	Pegfilgrastim	Drug	Immunosuppressive Agents, Antineutropenic Agents
DB00017	Salmon Calcitonin	Drug	Antihypercalcemic Agents, Bone Density Conservation Agents, Anti-Osteporotic Agents
DB01349	Tasosartan	Drug	
DB00018	Interferon alfa-n3	Drug	Immunosuppressive Agents
DB01348	Spirapril	Drug	
DB00022	Peginterferon alfa-2b	Drug	Immunosuppressive Agents
DB01354	Heptabarbital	Drug	Barbiturates
DB01353	Butethal	Drug	Hypnotics and Sedatives, Barbiturates
DB00023	Asparaginase	Drug	Antineoplastic Agents
DB04865	Homoharringtonine	Drug	Antineoplastic Agents, Phytogenic, Antineoplastic Agents, Angiogenesis Inhibitors
DB01352	Aprobarbital	Drug	
DB00020	Sargramostim	Drug	Immunosuppressive Agents
DB00021	Secretin	Drug	Diagnostic Agents
DB01351	Amobarbital	Drug	
DB00026	Anakinra	Drug	Immunosuppressive Agents, Antirheumatic Agents
DB04861	Nebivolol	Drug	Vasodilator Agents, Antihypertensive Agents, Adrenergic beta-1 Receptor Antagonists
DB01357	Mestranol	Drug	
DB00027	Gramicidin D	Drug	Anti-Bacterial Agents, Antibiotics, Topical, Antibiotics, Anti-Infective Agents
DB00024	Thyrotropin Alfa	Drug	Diagnostic Agents
DB01356	Lithium	Drug	
DB00025	Antihemophilic Factor	Drug	Thrombotic Agents, Coagulants
DB01355	Hexobarbital	Drug	GABA Modulators, Adjuvants, Hypnotics and Sedatives, Barbiturates
DB00028	Intravenous Immunoglobulin	Drug	Immunologic Factors, Immunosuppressive Agents, Anti-Infective Agents
DB00029	Anistreplase	Drug	Fibrinolytic Agents, Thrombolytic Agents
DB01359	Penbutolol	Drug	Adrenergic beta-Antagonists, Antihypertensive Agents
DB04868	Nilotinib	Drug	Antineoplastic Agents
DB01361	Troleandomycin	Drug	Anti-Bacterial Agents, Macrolides
DB00030	Insulin Regular	Drug	Antidiabetic Agents
DB00033	Interferon gamma-1b	Drug	Immunosuppressive Agents
DB01365	Mephentermine	Drug	Sympathomimetics, Vasoconstrictor Agents, Adrenergic alpha-1 Receptor Agonists
DB04876	Vildagliptin	Drug	Dipeptidyl-Peptidase IV Inhibitors, Antidiabetic Agents
DB00034	Interferon Alfa-2a, Recombinant	Drug	
DB01364	Ephedrine	Drug	
DB00031	Tenecteplase	Drug	Fibrinolytic Agents, Thrombolytic Agents
DB04877	Voacamine	Drug	Antimalarials
DB01363	Ephedra	Drug	
DB00032	Menotropins	Drug	Fertility Agents, Female, Fertility Agents
DB01362	Iohexol	Drug	Contrast Media
DB04878	Voglibose	Drug	
DB04871	Lorcaserin	Drug	
DB01369	Quinupristin	Drug	Anti-Bacterial Agents
DB00038	Oprelvekin	Drug	Thrombotic Agents, Antineoplastic Agents, Coagulants
DB00035	Desmopressin	Drug	Renal Agents, Hemostatics, Antidiuretic Agents
DB01367	Rasagiline	Drug	Neuroprotective Agents, Monoamine Oxidase Inhibitors
DB00036	Coagulation factor VIIa	Drug	Thrombotic Agents, Coagulants
DB01366	Procaterol	Drug	
DB00039	Palifermin	Drug	Anti-Mucositis Agents
DB04880	Enoximone	Drug	
DB00040	Glucagon recombinant	Drug	Hypoglycemic Agents
DB00041	Aldesleukin	Drug	Antineoplastic Agents, Anti-HIV Agents
DB01370	Aluminium	Drug	
DB00044	Lutropin alfa	Drug	Fertility Agents
DB00045	OspA lipoprotein	Drug	Vaccines
DB01375	Dihydroxyaluminium	Drug	
DB00042	Botulinum Toxin Type B	Drug	Antidystonic Agents
DB00043	Omalizumab	Drug	Anti-Allergic Agents, Immunosuppressive Agents, Anti-Asthmatic Agents
DB00048	Collagenase	Drug	
DB00049	Rasburicase	Drug	Gout Suppressants, Antihyperuricemic Agents
DB00046	Insulin Lispro	Drug	Hypoglycemic Agents, Antidiabetic Agents
DB01377	Magnesium oxide	Drug	Antacids
DB00047	Insulin Glargine	Drug	Hypoglycemic Agents, Antidiabetic Agents
DB00451	Levothyroxine	Drug	
DB00452	Framycetin	Drug	Anti-Bacterial Agents, Antibiotics, Aminoglycosides
DB00450	Droperidol	Drug	Antipsychotic Agents, Antiemetics, Adjuvants, Anesthesia, Dopamine Antagonists
DB00455	Loratadine	Drug	Histamine H1 Antagonists, Non-Sedating, Anti-Allergic Agents, Histamine Antagonists, Antipruritics
DB01303	Oxtriphylline	Drug	Bronchodilator Agents
DB00456	Cefalotin	Drug	Anti-Bacterial Agents, Cephalosporins
DB01301	Rolitetracycline	Drug	Tetracyclines
DB00453	Clomocycline	Drug	Tetracyclines
DB00454	Pethidine	Drug	Adjuvants
DB00459	Acitretin	Drug	Keratolytic Agents
DB02638	Terlipressin	Drug	Vasoconstrictor Agents, Antihypertensive Agents
DB01307	Insulin Detemir	Drug	Antidiabetic Agents
DB01306	Insulin Aspart	Drug	Hypoglycemic Agents, Antidiabetic Agents
DB00457	Prazosin	Drug	Adrenergic alpha-Antagonists, Antihypertensive Agents, Adrenergic alpha-1 Receptor Antagonists
DB00458	Imipramine	Drug	Adrenergic Uptake Inhibitors, Antidepressive Agents, Tricyclic
DB01309	Insulin Glulisine	Drug	Antidiabetic Agents
DB00462	Methylscopolamine bromide	Drug	Cholinergic Antagonists, Parasympatholytics, Antispasmodics
DB00460	Verteporfin	Drug	Antineovascularisation Agents
DB00461	Nabumetone	Drug	Cyclooxygenase 2 Inhibitors
DB00467	Enoxacin	Drug	
DB00464	Sodium Tetradecyl Sulfate	Drug	Surface-Active Agents, Sclerosing Solutions
DB00465	Ketorolac	Drug	Anti-Inflammatory Agents, Non-Steroidal, Cyclooxygenase Inhibitors
DB00468	Quinine	Drug	Analgesics, Non-Narcotic, Antimalarials, Muscle Relaxants, Central
DB00469	Tenoxicam	Drug	Anti-Inflammatory Agents, Non-Steroidal, Cyclooxygenase Inhibitors
DB01319	Fosamprenavir	Drug	Prodrugs
DB00470	Dronabinol	Drug	Analgesics, Non-Narcotic, Cannabinoid Receptor Agonists, Hallucinogens, Psychotropic Drugs
DB01321	Josamycin	Drug	Anti-Bacterial Agents, Macrolides
DB00473	Hexylcaine	Drug	Anesthetics, Local
DB00474	Methohexital	Drug	Anesthetics, Intravenous, Barbiturates
DB01320	Fosphenytoin	Drug	Anticonvulsants
DB00471	Montelukast	Drug	Anti-Arrhythmia Agents
DB00472	Fluoxetine	Drug	Serotonin Agents, Antidepressive Agents, Second-Generation, Serotonin Uptake Inhibitors
DB01325	Quinethazone	Drug	Sodium Chloride Symporter Inhibitors
DB00477	Chlorpromazine	Drug	Antipsychotic Agents, Phenothiazines
DB01324	Polythiazide	Drug	
DB00478	Rimantadine	Drug	
DB00475	Chlordiazepoxide	Drug	GABA Modulators, Anti-Anxiety Agents, Hypnotics and Sedatives, Adjuvants, Anesthesia, Benzodiazepines
DB00476	Duloxetine	Drug	
DB01329	Cefoperazone	Drug	Anti-Bacterial Agents, Cephalosporins
DB04839	Cyproterone acetate	Drug	
DB02659	Cholic Acid	Drug	
DB01328	Cefonicid	Drug	Anti-Bacterial Agents, Cephalosporins
DB01327	Cefazolin	Drug	Anti-Bacterial Agents, Cephalosporins
DB00479	Amikacin	Drug	Anti-Bacterial Agents, Aminoglycosides
DB01326	Cefamandole	Drug	Anti-Bacterial Agents, Cephalosporins
DB04835	Maraviroc	Drug	
DB04837	Clofedanol	Drug	Histamine Antagonists
DB04838	Cyclandelate	Drug	Vasodilator Agents
DB00480	Lenalidomide	Drug	Antineoplastic Agents
DB00481	Raloxifene	Drug	Estrogen Antagonists, Selective Estrogen Receptor Modulators, Bone Density Conservation Agents, Antihypocalcemic Agents
DB00484	Brimonidine	Drug	Adrenergic alpha-2 Receptor Agonists, EENT Preparations, Antihypertensive Agents
DB01332	Ceftizoxime	Drug	Anti-Bacterial Agents, Cephalosporins
DB04842	Fluspirilene	Drug	Antipsychotic Agents, Dopamine Antagonists
DB00001	Lepirudin	Drug	Antithrombins, Fibrinolytic Agents
DB04843	Mepenzolate	Drug	Cholinergic Antagonists
DB00485	Dicloxacillin	Drug	Anti-Bacterial Agents, Penicillins
DB01331	Cefoxitin	Drug	Anti-Bacterial Agents, Cephalosporins
DB04844	Tetrabenazine	Drug	Adrenergic Uptake Inhibitors
DB01330	Cefotetan	Drug	Anti-Bacterial Agents, Cephalosporins
DB00482	Celecoxib	Drug	
DB04845	Ixabepilone	Drug	
DB00483	Gallamine Triethiodide	Drug	Neuromuscular Nondepolarizing Agents, Muscle Relaxants, Skeletal, Nicotinic Antagonists
DB01336	Metocurine	Drug	
DB00004	Denileukin diftitox	Drug	Antineoplastic Agents
DB00488	Altretamine	Drug	Antineoplastic Agents, Alkylating
DB00489	Sotalol	Drug	
DB00005	Etanercept	Drug	Immunosuppressive Agents
DB04840	Debrisoquin	Drug	Sympatholytics, Antihypertensive Agents, Adrenergic Agents
DB00486	Nabilone	Drug	
DB00002	Cetuximab	Drug	Antineoplastic Agents
DB04841	Flunarizine	Drug	Vasodilator Agents, Calcium Channel Blockers, Anticonvulsants, Histamine H1 Antagonists
DB00003	Dornase alfa	Drug	Enzymes
DB01333	Cefradine	Drug	Anti-Bacterial Agents, Cephalosporins
DB00487	Pefloxacin	Drug	Nucleic Acid Synthesis Inhibitors, Anti-Infective Agents
DB00008	Peginterferon alfa-2a	Drug	Immunosuppressive Agents
DB01339	Vecuronium	Drug	
DB00009	Alteplase	Drug	Thrombolytic Agents
DB01338	Pipecuronium	Drug	Neuromuscular Nondepolarizing Agents, Nicotinic Antagonists
DB00006	Bivalirudin	Drug	Antithrombins
DB01337	Pancuronium	Drug	Neuromuscular Nondepolarizing Agents, Nicotinic Antagonists
DB00007	Leuprolide	Drug	Antineoplastic Agents, Hormonal, Estrogen Antagonists, Fertility Agents, Female
DB00091	Cyclosporine	Drug	Enzyme Inhibitors, Immunosuppressive Agents, Antirheumatic Agents, Antifungal Agents, Dermatologic Agents
DB00092	Alefacept	Drug	Immunosuppressive Agents, Dermatologic Agents
DB00090	Laronidase	Drug	Enzyme Replacement Agents
DB00095	Efalizumab	Drug	Immunosuppressive Agents
DB00096	Serum albumin	Drug	Serum substitutes
DB00093	Felypressin	Drug	Renal Agents, Vasoconstrictor Agents
DB00094	Urofollitropin	Drug	Fertility Agents
DB00099	Filgrastim	Drug	Immunosuppressive Agents, Antineutropenic Agents, Hematopoietic Agents
DB08815	Lurasidone	Drug	
DB08816	Ticagrelor	Drug	Platelet Aggregation Inhibitors
DB00097	Choriogonadotropin alfa	Drug	Gonadotropins, Fertility Agents
DB08813	Nadroparin	Drug	Antithrombins
DB06637	Dalfampridine	Drug	Potassium Channel Blockers
DB08814	Triflusal	Drug	Antithrombins, Platelet Aggregation Inhibitors
DB00098	Antithymocyte globulin	Drug	Immunologic Factors, Immunosuppressive Agents
DB08811	Tofisopam	Drug	Antidepressive Agents, Benzodiazepines
DB08810	Cinitapride	Drug	
DB08819	Tafluprost	Drug	Prostaglandins, Synthetic, Ophthalmics
DB08818	Hyaluronan	Drug	Viscosupplements, Adjuvants, Immunologic
DB08826	Deferiprone	Drug	Iron Chelating Agents, Chelating Agents
DB08827	Lomitapide	Drug	Hypolipidemic Agents
DB08824	Ioflupane I 123	Drug	Diagnostic Agents
DB06643	Denosumab	Drug	Bone Density Conservation Agents, Monoclonal antibodies
DB08822	Azilsartan medoxomil	Drug	Angiotensin Receptor Antagonists
DB08823	Spinosad	Drug	Antiscabies Agents, Insecticides
DB08820	Ivacaftor	Drug	
DB08828	Vismodegib	Drug	
DB03147	Flavin adenine dinucleotide	Drug	
DB08835	Spaglumic Acid	Drug	Mast Cell Stabilizers
DB08834	Tauroursodeoxycholic acid	Drug	Cholagogues and Choleretics, Antiviral Agents, Cholesterol Absorption Inhibitors
DB06655	Liraglutide	Drug	
DB06663	Pasireotide	Drug	
DB05332	Romiplostim	Drug	Thrombopoietic Agents, Colony-Stimulating Factors
DB08847	Hydroxyproline	Drug	
DB08842	Acetylcarnitine	Drug	Vitamin B Complex, Nootropic Agents
DB04890	Bepotastine	Drug	Mast Cell Stabilizers
DB00051	Adalimumab	Drug	Immunosuppressive Agents, Anti-Inflammatory Agents, Antirheumatic Agents
DB00052	Somatropin recombinant	Drug	Hormone Replacement Agents
DB01382	Glycodiazine	Drug	
DB01381	Ginkgo biloba	Drug	
DB00050	Cetrorelix	Drug	Hormone Antagonists, Fertility Agents
DB01380	Cortisone acetate	Drug	Corticosteroids
DB00055	Drotrecogin alfa	Drug	Antisepsis
DB04897	Lucinactant	Drug	Pulmonary Surfactants
DB00056	Gemtuzumab ozogamicin	Drug	Immunotoxins, Antineoplastic Agents
DB04898	Ximelagatran	Drug	Antithrombins
DB00053	Imiglucerase	Drug	Enzyme Replacement Agents
DB04899	Nesiritide	Drug	Natriuretic Agents, Cardiovascular Agents
DB00054	Abciximab	Drug	Anticoagulants, Platelet Aggregation Inhibitors
DB01384	Paramethasone	Drug	
DB00059	Pegaspargase	Drug	Antineoplastic Agents
DB04894	Vapreotide	Drug	Analgesics, Antineoplastic Agents
DB00057	Satumomab Pendetide	Drug	Diagnostic Agents
DB04895	Pegaptanib	Drug	
DB04896	Milnacipran	Drug	Adrenergic Uptake Inhibitors, Antidepressive Agents, Serotonin Uptake Inhibitors
DB00058	Alpha-1-proteinase inhibitor	Drug	Serine Proteinase Inhibitors, Enzyme Replacement Agents, Trypsin Inhibitors
DB01390	Sodium bicarbonate	Drug	
DB01394	Colchicine	Drug	Gout Suppressants, Tubulin Modulators
DB00062	Human Serum Albumin	Drug	Serum substitutes
DB00063	Eptifibatide	Drug	Platelet Aggregation Inhibitors
DB01393	Bezafibrate	Drug	Hypolipidemic Agents
DB01392	Yohimbine	Drug	Mydriatics, Adrenergic alpha-2 Receptor Antagonists
DB00060	Interferon beta-1a	Drug	Immunologic Factors, Immunosuppressive Agents, Antineoplastic Agents, Antiviral Agents
DB00061	Pegademase bovine	Drug	Enzyme Replacement Agents
DB00066	Follitropin beta	Drug	Fertility Agents
DB01398	Salicylate-sodium	Drug	Anti-Inflammatory Agents, Non-Steroidal, Salicylates
DB01397	Magnesium salicylate	Drug	
